med,indication
dihydroergotamine,migraine
dihydroergotamine,migraine
dihydroergotamine,orthostatic hypotension
dihydroergotamine,angina
ergotamine,headache
ergotamine,postpartum hemorrhage
ergotamine,migraine
ergotamine,migraine
ergotamine,angina
darbepoetin alfa,anemia
epoetin alfa,anemia
erythropoietin,anemia
conjugated estrogens,ovarian failure premature
conjugated estrogens,osteoporosis
conjugated estrogens,malignancy
conjugated estrogens,menorrhagia
conjugated estrogens,hot flushes
conjugated estrogens,hypogonadism
conjugated estrogens,premature menopause
conjugated estrogens,prostatic neoplasms
estradiol,ovarian failure premature
estradiol,osteoporosis
estradiol,malignancy
estradiol,menorrhagia
estradiol,hot flushes
estradiol,hypogonadism
estradiol,premature menopause
estradiol,prostatic neoplasms
estrogens,ovarian failure premature
estrogens,osteoporosis
estrogens,malignancy
estrogens,menorrhagia
estrogens,hot flushes
estrogens,hypogonadism
estrogens,premature menopause
estrogens,prostatic neoplasms
"estrogens, conjugated (usp)",ovarian failure premature
"estrogens, conjugated (usp)",osteoporosis
"estrogens, conjugated (usp)",malignancy
"estrogens, conjugated (usp)",menorrhagia
"estrogens, conjugated (usp)",hot flushes
"estrogens, conjugated (usp)",hypogonadism
"estrogens, conjugated (usp)",premature menopause
"estrogens, conjugated (usp)",prostatic neoplasms
estropipate,osteoporosis
ethinyl estradiol,ovarian failure premature
ethinyl estradiol,osteoporosis
ethinyl estradiol,malignancy
ethinyl estradiol,menorrhagia
ethinyl estradiol,hot flushes
ethinyl estradiol,hypogonadism
ethinyl estradiol,premature menopause
ethinyl estradiol,prostatic neoplasms
eteplirsen,duchenne muscular dystrophy
ethanol,reflex sympathetic dystrophy
ethanolamine oleate,not_found
fenofibrate,coronary artery disease
fenofibrate,hypercholesterolemia
fenofibrate,dyslipidemia
fenofibrate,coronary artery disease
fenofibrate,hypertriglyceridemia
gemfibrozil,coronary artery disease
gemfibrozil,pancreatitis
gemfibrozil,hypercholesterolemia
gemfibrozil,dyslipidemia
gemfibrozil,sclerosing cholangitis
gemfibrozil,coronary artery disease
gemfibrozil,hypertriglyceridemia
fingolimod,multiple sclerosis
fluorescein,corneal diseases
besifloxacin,gonorrhea
besifloxacin,bacterial conjunctivitis
besifloxacin,urinary tract infection
besifloxacin,bacterial infection
besifloxacin,epididymitis
besifloxacin,otitis externa
besifloxacin,prostatitis
besifloxacin,cellulitis
besifloxacin,staphylococcus
besifloxacin,klebsiella
besifloxacin,helicobacter pylori
besifloxacin,chronic obstructive pulmonary disease
besifloxacin,cystitis
besifloxacin,proteus
besifloxacin,escherichia coli
besifloxacin,corneal ulcer
besifloxacin,tuberculosis
besifloxacin,bronchitis
besifloxacin,haemophilus
besifloxacin,salmonella infections
besifloxacin,suppurative otitis media
besifloxacin,chlamydia
ofloxacin,gonorrhea
ofloxacin,bacterial conjunctivitis
ofloxacin,urinary tract infection
ofloxacin,bacterial infection
ofloxacin,epididymitis
ofloxacin,otitis externa
ofloxacin,prostatitis
ofloxacin,cellulitis
ofloxacin,staphylococcus
ofloxacin,klebsiella
ofloxacin,helicobacter pylori
ofloxacin,chronic obstructive pulmonary disease
ofloxacin,cystitis
ofloxacin,proteus
ofloxacin,escherichia coli
ofloxacin,corneal ulcer
ofloxacin,tuberculosis
ofloxacin,bronchitis
ofloxacin,haemophilus
ofloxacin,salmonella infections
ofloxacin,suppurative otitis media
ofloxacin,chlamydia
gatifloxacin,gonorrhea
gatifloxacin,bacterial conjunctivitis
gatifloxacin,urinary tract infection
gatifloxacin,bacterial infection
gatifloxacin,epididymitis
gatifloxacin,otitis externa
gatifloxacin,prostatitis
gatifloxacin,cellulitis
gatifloxacin,staphylococcus
gatifloxacin,klebsiella
gatifloxacin,helicobacter pylori
gatifloxacin,chronic obstructive pulmonary disease
gatifloxacin,cystitis
gatifloxacin,proteus
gatifloxacin,escherichia coli
gatifloxacin,corneal ulcer
gatifloxacin,tuberculosis
gatifloxacin,bronchitis
gatifloxacin,haemophilus
gatifloxacin,salmonella infections
gatifloxacin,suppurative otitis media
gatifloxacin,chlamydia
gemifloxacin,gonorrhea
gemifloxacin,bacterial conjunctivitis
gemifloxacin,urinary tract infection
gemifloxacin,bacterial infection
gemifloxacin,epididymitis
gemifloxacin,otitis externa
gemifloxacin,prostatitis
gemifloxacin,cellulitis
gemifloxacin,staphylococcus
gemifloxacin,klebsiella
gemifloxacin,helicobacter pylori
gemifloxacin,chronic obstructive pulmonary disease
gemifloxacin,cystitis
gemifloxacin,proteus
gemifloxacin,escherichia coli
gemifloxacin,corneal ulcer
gemifloxacin,tuberculosis
gemifloxacin,bronchitis
gemifloxacin,haemophilus
gemifloxacin,salmonella infections
gemifloxacin,suppurative otitis media
gemifloxacin,chlamydia
ciprofloxacin,bacteroides
ciprofloxacin,pyelonephritis
ciprofloxacin,dysentery
ciprofloxacin,gonorrhea
ciprofloxacin,bacterial conjunctivitis
ciprofloxacin,urinary tract infection
ciprofloxacin,bacterial infection
ciprofloxacin,arthritis infectious
ciprofloxacin,otitis externa
ciprofloxacin,ulcerative colitis
ciprofloxacin,prostatitis
ciprofloxacin,anthrax
ciprofloxacin,cellulitis
ciprofloxacin,asthma
ciprofloxacin,staphylococcus
ciprofloxacin,osteomyelitis
ciprofloxacin,fever
ciprofloxacin,klebsiella
ciprofloxacin,chronic obstructive pulmonary disease
ciprofloxacin,sinusitis
ciprofloxacin,cystitis
ciprofloxacin,proteus
ciprofloxacin,pseudomonas colitis
ciprofloxacin,diarrhea
ciprofloxacin,typhoid fever
ciprofloxacin,escherichia coli
ciprofloxacin,haemophilus
ciprofloxacin,prostatic neoplasms
ciprofloxacin,neutropenia
ciprofloxacin,campylobacter infection
levofloxacin,pyelonephritis
levofloxacin,urinary tract infection
levofloxacin,bacterial infection
levofloxacin,pneumonia
levofloxacin,cellulitis
levofloxacin,asthma
levofloxacin,streptococcus
levofloxacin,staphylococcus
levofloxacin,mycoplasma infections
levofloxacin,klebsiella
levofloxacin,chronic obstructive pulmonary disease
levofloxacin,proteus
levofloxacin,pseudomonas colitis
levofloxacin,escherichia coli
levofloxacin,tuberculosis
levofloxacin,bronchitis
levofloxacin,haemophilus
levofloxacin,salmonella infections
levofloxacin,legionnaires disease
levofloxacin,maxillary sinusitis
levofloxacin,chlamydia
moxifloxacin,chronic obstructive pulmonary disease
moxifloxacin,asthma
moxifloxacin,hypertension
folic acid,not_found
leucovorin,colon cancer
leucovorin,anemia megaloblastic
leucovorin,folic acid deficiency
leucovorin,not_found
follitropin alfa,not_found
follitropin beta,not_found
fosaprepitant,nausea
fosaprepitant,vomiting
urofollitropin,female infertility
urofollitropin,polycystic ovary syndrome
anakinra,rheumatoid arthritis
anakinra,stills disease
anakinra,familial mediterranean fever
belatacept,not_found
aflibercept,macular degeneration
rilonacept,not_found
filgrastim,neutropenia
filgrastim,infection
pegfilgrastim,neutropenia
pegfilgrastim,infection
plerixafor,multiple myeloma
plerixafor,hematologic cancer
plerixafor,lymphoma
flumazenil,drug overdose
gabapentin,rheumatoid arthritis
gabapentin,restless legs syndrome
gabapentin,colon cancer
gabapentin,systemic lupus erythematosus
gabapentin,multiple sclerosis
gabapentin,epilepsy syndrome
gabapentin,kidney neoplasm
gabapentin,parkinsons disease
gabapentin,bipolar disorder
gabapentin,migraine
pregabalin,restless legs syndrome
pregabalin,systemic lupus erythematosus
pregabalin,multiple sclerosis
pregabalin,epilepsy syndrome
pregabalin,prostatic neoplasms
albiglutide,diabetes mellitus
dulaglutide,diabetes mellitus
exenatide,diabetes mellitus
teduglutide,short bowel syndrome
liraglutide,diabetes mellitus
lixisenatide,diabetes mellitus
glucagon,anaphylaxis
glucagon,hypoglycemia
glucagon,shock cardiogenic
glucagon,hypotension
glucagon,bradycardia
glucagon,not_found
sargramostim,neutropenia
nafarelin,precocious puberty
nafarelin,endometriosis
tesamorelin,hiv associated lipodystrophy
triptorelin,prostatic neoplasms
goserelin,breast cancer
goserelin,malignancy
goserelin,endometriosis
goserelin,prostatic neoplasms
goserelin,prostatic neoplasms
histrelin,prostatic neoplasms
histrelin,uterine fibroids
leuprolide,endometrial neoplasms
leuprolide,malignancy
leuprolide,fibroid tumor
leuprolide,endometriosis
leuprolide,ovarian neoplasm
leuprolide,prostatic neoplasms
leuprolide,infertility
leuprolide,precocious puberty
leuprolide,prostatic hyperplasia
leuprorelin,prostatic neoplasms
leuprorelin,breast cancer
leuprorelin,endometriosis
leuprorelin,breast cancer
cetrorelix,in vitro fertilization
cetrorelix,not_found
degarelix,prostatic neoplasms
ganirelix,in vitro fertilization
ganirelix,not_found
auranofin,pemphigus
auranofin,rheumatoid arthritis
auranofin,psoriatic arthritis
auranofin,rheumatoid arthritis
auranofin,arthritis psoriatic
lanreotide,acromegaly
somatropin,prader-willi syndrome
somatropin,turner syndrome
somatropin,dwarfism
somatropin,noonan syndrome
somatropin,cachexia
guanidine,lambert-eaton myasthenia
guanidine,muscle weakness
linaclotide,irritable bowel syndrome
clemastine,urticaria
clemastine,rhinitis
clemastine,hay fever
clemastine,atopic dermatitis
clemastine,common cold
clemastine,insomnia
carbinoxamine,urticaria
carbinoxamine,rhinitis
carbinoxamine,hay fever
carbinoxamine,atopic dermatitis
carbinoxamine,common cold
carbinoxamine,insomnia
chlorpheniramine,urticaria
chlorpheniramine,rhinitis
chlorpheniramine,hay fever
chlorpheniramine,atopic dermatitis
chlorpheniramine,common cold
chlorpheniramine,insomnia
cyproheptadine,allergic rhinitis
cyproheptadine,urticaria
cyproheptadine,rhinitis
cyproheptadine,pruritis
cyproheptadine,akathesia
cyproheptadine,hay fever
desloratadine,urticaria
desloratadine,rhinitis
desloratadine,hay fever
desloratadine,atopic dermatitis
desloratadine,common cold
desloratadine,insomnia
fexofenadine,urticaria
fexofenadine,rhinitis
fexofenadine,hay fever
fexofenadine,atopic dermatitis
fexofenadine,common cold
fexofenadine,insomnia
loratadine,urticaria
loratadine,rhinitis
loratadine,hay fever
loratadine,atopic dermatitis
loratadine,common cold
loratadine,insomnia
alcaftadine,allergic conjunctivitis
brompheniramine,urticaria
brompheniramine,rhinitis
brompheniramine,hay fever
brompheniramine,atopic dermatitis
brompheniramine,common cold
brompheniramine,insomnia
cetirizine,urticaria
cetirizine,rhinitis
cetirizine,hay fever
cetirizine,atopic dermatitis
cetirizine,common cold
cetirizine,insomnia
dexchlorpheniramine,urticaria
dexchlorpheniramine,rhinitis
dexchlorpheniramine,hay fever
dexchlorpheniramine,atopic dermatitis
dexchlorpheniramine,common cold
dexchlorpheniramine,insomnia
diphenhydramine,urticaria
diphenhydramine,rhinitis
diphenhydramine,hay fever
diphenhydramine,atopic dermatitis
diphenhydramine,common cold
diphenhydramine,insomnia
doxylamine,urticaria
doxylamine,rhinitis
doxylamine,hay fever
doxylamine,atopic dermatitis
doxylamine,common cold
doxylamine,insomnia
emedastine,allergic conjunctivitis
epinastine,allergic conjunctivitis
levocetirizine,urticaria
levocetirizine,rhinitis
levocetirizine,hay fever
levocetirizine,atopic dermatitis
levocetirizine,common cold
levocetirizine,insomnia
promethazine,anaphylaxis
promethazine,allergic conjunctivitis
promethazine,nausea
promethazine,urticaria
promethazine,pain
promethazine,vomiting
promethazine,rhinitis
promethazine,motion sickness
cimetidine,gastro-esophageal reflux disease
cimetidine,urticaria
cimetidine,obesity
cimetidine,duodenal ulcer
cimetidine,zollinger-ellison
cimetidine,heartburn
cimetidine,dyspepsia
cimetidine,gastric ulcer
cimetidine,esophagitis
cimetidine,helicobacter pylori
cimetidine,gastro-intestinal bleed
famotidine,gastro-esophageal reflux disease
famotidine,gastro-intestinal bleed
famotidine,urticaria
famotidine,duodenal ulcer
famotidine,zollinger-ellison
famotidine,dyspepsia
famotidine,gastric ulcer
famotidine,esophagitis
famotidine,helicobacter pylori
famotidine,heartburn
nizatidine,gastro-intestinal bleed
nizatidine,gastro-esophageal reflux disease
nizatidine,urticaria
nizatidine,duodenal ulcer
nizatidine,zollinger-ellison
nizatidine,dyspepsia
nizatidine,gastric ulcer
nizatidine,esophagitis
nizatidine,helicobacter pylori
nizatidine,heartburn
ranitidine,gastro-esophageal reflux disease
ranitidine,duodenal ulcer
ranitidine,zollinger-ellison
ranitidine,gastric ulcer
ranitidine,esophagitis
ranitidine,gastro-intestinal bleed
panobinostat,not_found
helium,decompression sickness
helium,positive-pressure respiration intrinsic
tranexamic acid,bleeding
dalteparin,thrombophlebitis
dalteparin,thromboembolism
dalteparin,myocardial infarction
dalteparin,venous thrombosis
dalteparin,pulmonary embolism
dalteparin,angina unstable
enoxaparin,thrombophlebitis
enoxaparin,thromboembolism
enoxaparin,myocardial infarction
enoxaparin,venous thrombosis
enoxaparin,pulmonary embolism
enoxaparin,angina unstable
heparin,deep venous thrombosis
heparin,pulmonary embolism
hexachlorophene,cellulitis
hexachlorophene,acne
abacavir,human immumodeficiency virus
abacavir,human immumodeficiency virus
abacavir,acquired immunodeficiency syndrome
darunavir,human immumodeficiency virus
darunavir,human immumodeficiency virus
darunavir,acquired immunodeficiency syndrome
dolutegravir,human immumodeficiency virus
dolutegravir,human immumodeficiency virus
dolutegravir,acquired immunodeficiency syndrome
entecavir,human immumodeficiency virus
entecavir,human immumodeficiency virus
entecavir,acquired immunodeficiency syndrome
tenofovir,human immumodeficiency virus
tenofovir,human immumodeficiency virus
tenofovir,acquired immunodeficiency syndrome
didanosine,human immumodeficiency virus
didanosine,human immumodeficiency virus
didanosine,acquired immunodeficiency syndrome
emtricitabine,human immumodeficiency virus
emtricitabine,human immumodeficiency virus
emtricitabine,acquired immunodeficiency syndrome
lamivudine,human immumodeficiency virus
lamivudine,human immumodeficiency virus
lamivudine,acquired immunodeficiency syndrome
stavudine,human immumodeficiency virus
stavudine,human immumodeficiency virus
stavudine,acquired immunodeficiency syndrome
zidovudine,human immumodeficiency virus
zidovudine,human immumodeficiency virus
zidovudine,acquired immunodeficiency syndrome
hydroxycarbamide,sickle cell disease
hydroxycarbamide,chronic myeloid leukemia
hydroxycarbamide,not_found
eszopiclone,insomnia
ramelteon,insomnia
suvorexant,insomnia
zolpidem,insomnia
interferon beta-1a,multiple sclerosis
glatiramer,multiple sclerosis
glatiramer acetate,multiple sclerosis
ciclosporin,not_found
mycophenolic acid,systemic scleroderma
mycophenolic acid,psoriasis
indocyanine green,not_found
ingenol mebutate,not_found
theophylline,asthma
theophylline,asthma
theophylline,bronchitis
theophylline,apnea
theophylline,bradycardia
theophylline,bronchospasm
theophylline,emphysema
flunisolide,allergic rhinitis
flunisolide,asthma
insulin aspart,diabetes mellitus
insulin,diabetes mellitus
insulin aspart,diabetes mellitus
insulin degludec,diabetes mellitus
insulin degludec,diabetes mellitus
insulin detemir,diabetes mellitus
insulin detemir,diabetes mellitus
insulin glargine,diabetes mellitus
insulin glargine,diabetes mellitus
insulin lispro,diabetes mellitus
insulin lispro,diabetes mellitus
insulin (human),diabetes mellitus
"insulin, aspart, human",diabetes mellitus
"insulin, isophane",diabetes mellitus
"regular insulin, human",diabetes mellitus
interferon alfa-2a,hepatitis b
interferon alfa-2a,hepatitis c
interferon alfa-2b,hepatitis b
interferon alfa-2b,hepatitis c
interferon alfa-2b,chronic myeloid leukemia
interferon alfa-2b,hairy cell leukemia
interferon alfa-n3,not_found
interferon beta-1b,multiple sclerosis
interferon gamma-1b,cryoglobulinemia
interferon gamma-1b,leukemias
interferon gamma-1b,mycosis fungoides
interferon gamma-1b,sezary syndrome
interferon gamma-1b,hemangioma
interferon gamma-1b,osteopetrosis
interferon gamma-1b,hepatitis c
interferon gamma-1b,malignancy
interferon gamma-1b,melanoma
interferon gamma-1b,macular degeneration
interferon gamma-1b,liver neoplasms
interferon gamma-1b,brain neoplasms
interferon gamma-1b,colorectal neoplasms
interferon gamma-1b,multiple myeloma
interferon gamma-1b,ileal neoplasms
interferon gamma-1b,skin ulcer
interferon gamma-1b,kaposi sarcoma
interferon gamma-1b,hypereosinophilic syndrome
interferon gamma-1b,hepatitis d
interferon gamma-1b,renal cell carcinoma
interferon gamma-1b,thrombocythemia essential
interferon gamma-1b,bacterial infection
interferon gamma-1b,thrombocytopenia
interferon gamma-1b,warts
peginterferon alfa-2a,hepatitis b
peginterferon alfa-2a,hepatitis c
peginterferon alfa-2b,hepatitis c
peginterferon alfa-2b,multiple myeloma
aldesleukin,lymphoma
aldesleukin,human immumodeficiency virus
aldesleukin,melanoma
aldesleukin,multiple myeloma
aldesleukin,colorectal neoplasms
aldesleukin,renal cell carcinoma
iodine,burn injury
iodine,leg ulcer
iodine,radiation injury
iodine,staphylococcus
iodixanol,not_found
iothalamate,male urogenital diseases
iothalamate,cerebrovascular disorders
ferric citrate,iron deficiency
ferumoxytol,not_found
iron sucrose,iron deficiency anemia
iron sucrose,anemia
sodium ferric gluconate complex,iron deficiency anemia
sodium ferric gluconate complex,anemia
deferasirox,iron overload
deferasirox,hemochromatosis
deferiprone,iron overload
deferiprone,hemochromatosis
deferoxamine,iron overload
deferoxamine,hemochromatosis
iron,iron deficiency anemia
iron,anemia
ivabradine,stable angina
ivacaftor,cystic fibrosis
triamterene,edema
triamterene,hypertension
triamterene,hypokalemia
triamterene,hypertension
ecallantide,hereditary angioedema
midostaurin,not_found
midostaurin,myelodysplastic syndrome
lactulose,constipation
lactulose,hepatic encephalopathy
magnesium,magnesium deficiency
magnesium hydroxide,constipation
magnesium sulfate,constipation
polyethylene glycol 3350,constipation
sorbitol,constipation
sorbitol,poisoning
metreleptin,lipodystrophy
zafirlukast,asthma
montelukast,allergic rhinitis
montelukast,asthma
montelukast,chronic obstructive pulmonary disease
lindane,scabies
lindane,lice infestations
orlistat,diabetes mellitus
orlistat,hypertension
orlistat,obesity
lithium,bipolar disorder
lithium,post traumatic stress disorder
lithium,depression
lithium,schizophrenia
lithium,conduct disorder
lithium carbonate,bipolar disorder
lithium carbonate,post traumatic stress disorder
lithium carbonate,depression
lithium carbonate,schizophrenia
lithium carbonate,conduct disorder
lithium citrate,bipolar disorder
lithium citrate,post traumatic stress disorder
lithium citrate,depression
lithium citrate,schizophrenia
lithium citrate,conduct disorder
articaine,pain
bupivacaine,pain
chloroprocaine,not_found
cocaine,dental caries
cocaine,cough
cocaine,pain
mepivacaine,pain
prilocaine,pain
proparacaine,pain
ropivacaine,pain
tetracaine,pain
lomitapide,not_found
bumetanide,chronic kidney failure
bumetanide,edema
bumetanide,congestive heart failure
bumetanide,nephrotic syndrome
bumetanide,hypertension
bumetanide,acute kidney injury
bumetanide,pulmonary edema
bumetanide,hypertension
bumetanide,chronic kidney failure
bumetanide,ascites
bumetanide,liver cirrhosis
furosemide,chronic kidney failure
furosemide,edema
furosemide,congestive heart failure
furosemide,nephrotic syndrome
furosemide,dilated cardiomyopathy
furosemide,systemic scleroderma
furosemide,hypertension
furosemide,acute kidney injury
furosemide,coronary artery disease
furosemide,pulmonary edema
furosemide,hypertension
furosemide,chronic kidney failure
furosemide,ascites
furosemide,liver cirrhosis
torasemide,chronic kidney failure
torasemide,hypertension
torsemide,not_found
lumacaftor,not_found
agalsidase beta,not_found
velaglucerase alfa,not_found
alglucosidase alfa,not_found
azithromycin,otitis media
azithromycin,mycoplasma pneumonia
azithromycin,streptococcus
azithromycin,staphylococcus
azithromycin,tonsillitis
azithromycin,urethritis
azithromycin,infective endocarditis
azithromycin,haemophilus
azithromycin,neisseria
azithromycin,mycobacterium
azithromycin,chlamydia
clarithromycin,otitis media
clarithromycin,chlamydia
clarithromycin,mycoplasma pneumonia
clarithromycin,sinusitis
clarithromycin,bronchitis
clarithromycin,streptococcus
clarithromycin,staphylococcus
clarithromycin,tonsillitis
clarithromycin,duodenal ulcer
clarithromycin,infective endocarditis
clarithromycin,haemophilus
clarithromycin,mycobacterium
clarithromycin,helicobacter pylori
clindamycin,bacteroides
clindamycin,acne
clindamycin,allergic rhinitis
clindamycin,pneumocystis jiroveci
clindamycin,malaria
clindamycin,bacterial vaginosis
clindamycin,streptococcus
clindamycin,staphylococcus
clindamycin,infective endocarditis
clindamycin,toxoplasmosis
clindamycin,atopic dermatitis
clindamycin,actinomycetales infections
erythromycin,gastroenteritis
erythromycin,chancroids
erythromycin,acne
erythromycin,gonorrhea
erythromycin,streptococcus
erythromycin,staphylococcus
erythromycin,erythrasma
erythromycin,urethritis
erythromycin,syphilis
erythromycin,mycoplasma infections
erythromycin,legionnaires disease
erythromycin,campylobacter infection
erythromycin,pertussis
erythromycin,chlamydia
fidaxomicin,clostridium difficile
malathion,lice infestations
manganese,not_found
manganese chloride,not_found
mannitol,cerebral edema
mannitol,edema
mannitol,hyperuricemia
mannitol,anuria
mannitol,craniocerebral trauma
mannitol,glaucoma
mannitol,glaucoma
mannitol,acute kidney injury
mannitol,oliguria
mannitol,pulmonary edema
mannitol,ascites
mannitol,prostatic diseases
tranylcypromine,post traumatic stress disorder
tranylcypromine,depression
phenelzine,depression
cromoglicic acid,asthma
cromolyn,inflammatory bowel diseases
cromolyn,conjunctivitis
cromolyn,asthma
cromolyn,mastocytosis
cromolyn,rhinitis
cromolyn,food allergy
cromolyn,bronchospasm
nedocromil,asthma
nedocromil,pruritis
nedocromil,asthma
nedocromil,allergic conjunctivitis
mecamylamine,tourette syndrome
mecamylamine,hypertension
mecamylamine,tourette syndrome
medium chain triglycerides,nutrition disorders
medium chain triglycerides,ascites
medium chain triglycerides,seizures
nateglinide,diabetes mellitus
repaglinide,diabetes mellitus
mesna,hemorrhage
mesna,cystitis
methimazole,hyperthyroidism
methimazole,thyroid crisis
methimazole,goiter
methimazole,graves disease
thiamazole,hyperthyroidism
thiamazole,thyroid crisis
thiamazole,goiter
thiamazole,graves disease
methoxsalen,vitiligo
methoxsalen,vitiligo
methoxsalen,mycosis fungoides
methoxsalen,hematologic cancer
methoxsalen,psoriasis
methoxsalen,psoriasis
methyl salicylate,not_found
methylene blue,cyanosis
methylene blue,not_found
methylene blue,urinary tract infection
methylene blue,bacterial infection
methylene blue,methemoglobinemia
methylene blue,poisoning
aminophylline,chronic obstructive pulmonary disease
aminophylline,asthma
aminophylline,asthma
aminophylline,bronchitis
aminophylline,apnea
aminophylline,bradycardia
aminophylline,bronchospasm
aminophylline,emphysema
caffeine,fatigue
caffeine,osteoarthritis
caffeine,migraine
caffeine,apnea
metyrapone,cushing syndrome
cabazitaxel,prostatic neoplasms
paclitaxel,non small cell lung cancer
paclitaxel,breast cancer
paclitaxel,malignancy
paclitaxel,ovarian neoplasm
paclitaxel,ovarian neoplasm
paclitaxel,kidney neoplasm
paclitaxel,lung neoplasms
paclitaxel,kaposi sarcoma
miglustat,gaucher disease
miltefosine,not_found
spironolactone,edema
spironolactone,congestive heart failure
spironolactone,hypokalemia
spironolactone,dilated cardiomyopathy
spironolactone,hirsutism
spironolactone,not_found
spironolactone,hyperaldosteronism
spironolactone,epilepsy syndrome
spironolactone,hypertension
spironolactone,hypertension
spironolactone,ascites
calcium carbonate,hypocalcemia
calcium gluconate,hypocalcemia
magnesium chloride,hypomagnesemia
magnesium oxide,hypomagnesemia
potassium chloride,hypokalemia
potassium citrate,hypokalemia
zinc oxide,not_found
simethicone,flatulence
aztreonam,cellulitis
aztreonam,sepsis
aztreonam,pseudomonas colitis
aztreonam,urinary tract infection
aztreonam,bacterial infection
aztreonam,endometritis
omalizumab,not_found
rituximab,not_found
dupilumab,not_found
guselkumab,not_found
ixekizumab,not_found
secukinumab,not_found
ustekinumab,not_found
sarilumab,not_found
tocilizumab,not_found
abciximab,not_found
ado-trastuzumab emtansine,not_found
alemtuzumab,not_found
atezolizumab,not_found
avelumab,not_found
basiliximab,not_found
belimumab,not_found
bevacizumab,not_found
bezlotoxumab,not_found
blinatumomab,not_found
brentuximab vedotin,not_found
brodalumab,not_found
canakinumab,not_found
cetuximab,not_found
daclizumab,graft-vs-host disease
daclizumab,multiple sclerosis
daratumumab,not_found
dinutuximab,not_found
durvalumab,not_found
eculizumab,not_found
elotuzumab,not_found
gemtuzumab ozogamicin,leukemias
ibritumomab tiuxetan,not_found
ipilimumab,not_found
mepolizumab,not_found
natalizumab,not_found
necitumumab,not_found
obinutuzumab,not_found
ocrelizumab,not_found
ofatumumab,not_found
olaratumab,not_found
palivizumab,not_found
panitumumab,not_found
pertuzumab,not_found
ramucirumab,not_found
ranibizumab,not_found
reslizumab,not_found
siltuximab,not_found
trastuzumab,not_found
vedolizumab,not_found
alirocumab,not_found
evolocumab,not_found
nivolumab,not_found
pembrolizumab,not_found
denosumab,not_found
adalimumab,not_found
golimumab,not_found
certolizumab pegol,not_found
infliximab,not_found
lidocaine,rheumatoid arthritis
lidocaine,burn injury
lidocaine,pain
lidocaine,ventricular fibrillation
lidocaine,ventricular fibrillation
lidocaine,myocardial infarction
lidocaine,not_found
lidocaine,ventricular dysfunction
lidocaine,paroxysmal supraventricular tachycardia
lidocaine,supraventricular tachycardia
lidocaine,coronary artery disease
lidocaine,systemic scleroderma
lidocaine,osteoarthritis
lidocaine,mouth diseases
lidocaine,ventricular tachycardia
lidocaine,premature ventricular contraction
cevimeline,not_found
chlorhexidine,candidiasis
chlorhexidine,periodontal diseases
clotrimazole,candidiasis
clotrimazole,tinea pedis
sodium fluoride,not_found
everolimus,kidney neoplasm
sirolimus,graft-vs-host disease
sirolimus,prostatic neoplasms
tacrolimus,graft-vs-host disease
tacrolimus,atopic dermatitis
tacrolimus,dermatitis atopic
tapentadol,not_found
levocarnitine,not_found
biotin,vitamin b deficiency
levomefolate,not_found
baclofen,neurogenic bladder
baclofen,spinal cord injuries
baclofen,multiple sclerosis
baclofen,muscle spasticity
baclofen,pain
baclofen,spondylolysis
baclofen,multiple sclerosis
baclofen,spinal cord neoplasms
baclofen,trigeminal neuralgia
baclofen,myelitis transverse
baclofen,cerebral palsy
baclofen,hiccup
baclofen,huntington disease
carisoprodol,muscle rigidity
carisoprodol,muscle spasticity
carisoprodol,spasm
carisoprodol,pain
carisoprodol,myositis
carisoprodol,muscle cramp
cyclobenzaprine,rheumatoid arthritis
cyclobenzaprine,systemic lupus erythematosus
cyclobenzaprine,systemic scleroderma
cyclobenzaprine,ankylosing spondylitis
cyclobenzaprine,migraine
cyclobenzaprine,osteoarthritis
dantrolene,spinal cord injuries
dantrolene,malignancy
dantrolene,cerebral infarction
dantrolene,multiple sclerosis
dantrolene,muscle spasticity
dantrolene,multiple sclerosis
dantrolene,cerebral palsy
metaxalone,muscle rigidity
metaxalone,spasm
metaxalone,pain
metaxalone,myositis
metaxalone,muscle cramp
metaxalone,tetanus
methocarbamol,muscle rigidity
methocarbamol,spasm
methocarbamol,pain
methocarbamol,myositis
methocarbamol,muscle cramp
methocarbamol,tetanus
orphenadrine,muscle rigidity
orphenadrine,spasm
orphenadrine,pain
orphenadrine,myositis
orphenadrine,muscle cramp
orphenadrine,tetanus
tizanidine,muscle rigidity
tizanidine,spasm
tizanidine,pain
tizanidine,myositis
tizanidine,muscle cramp
tizanidine,tetanus
oxymetazoline,conjunctivitis
oxymetazoline,sinusitis
oxymetazoline,allergic rhinitis
oxymetazoline,rhinitis
oxymetazoline,common cold
mirtazapine,depression
bupropion,attention deficit hyperactivity disorder
bupropion,depression
bupropion,obesity
bupropion,attention deficit hyperactive disorder
bupropion,panic disorder
bupropion,tobacco use disorder
netupitant,nausea
netupitant,vomiting
nicotine,chronic obstructive pulmonary disease
nicotine,tobacco use disorder
nicotine,nicotine dependence
nicotine,ulcerative colitis
nicotine,ulcerative colitis
nitisinone,tyrosinemia
nitric oxide,not_found
glyceryl trinitrate,angina
isosorbide,congestive heart failure
isosorbide,esophageal spasm
isosorbide,coronary artery disease
isosorbide,angina
isosorbide dinitrate,congestive heart failure
isosorbide dinitrate,esophageal spasm
isosorbide dinitrate,coronary artery disease
isosorbide dinitrate,angina
isosorbide mononitrate,congestive heart failure
